source,target,flow_count,source_pref,source_muni,target_pref,target_muni
京都府宇治市,京都府京都市伏見区,186,京都府,宇治市,京都府,京都市伏見区
京都府京都市伏見区,京都府宇治市,182,京都府,京都市伏見区,京都府,宇治市
京都府京都市伏見区,京都府京都市山科区,162,京都府,京都市伏見区,京都府,京都市山科区
京都府京都市伏見区,京都府京都市南区,142,京都府,京都市伏見区,京都府,京都市南区
京都府京都市山科区,京都府京都市伏見区,126,京都府,京都市山科区,京都府,京都市伏見区
滋賀県大津市,京都府京都市山科区,121,滋賀県,大津市,京都府,京都市山科区
京都府京都市右京区,京都府京都市中京区,117,京都府,京都市右京区,京都府,京都市中京区
京都府京都市右京区,京都府京都市西京区,108,京都府,京都市右京区,京都府,京都市西京区
京都府京都市西京区,京都府京都市右京区,105,京都府,京都市西京区,京都府,京都市右京区
京都府八幡市,大阪府枚方市,102,京都府,八幡市,大阪府,枚方市
奈良県奈良市,京都府木津川市,102,奈良県,奈良市,京都府,木津川市
京都府京都市伏見区,京都府京都市下京区,84,京都府,京都市伏見区,京都府,京都市下京区
京都府京都市西京区,京都府京都市南区,83,京都府,京都市西京区,京都府,京都市南区
京都府木津川市,奈良県奈良市,78,京都府,木津川市,奈良県,奈良市
大阪府枚方市,京都府八幡市,77,大阪府,枚方市,京都府,八幡市
京都府京都市右京区,京都府京都市上京区,73,京都府,京都市右京区,京都府,京都市上京区
京都府京都市左京区,京都府京都市北区,73,京都府,京都市左京区,京都府,京都市北区
京都府京都市右京区,京都府京都市下京区,73,京都府,京都市右京区,京都府,京都市下京区
京都府京都市北区,京都府京都市上京区,71,京都府,京都市北区,京都府,京都市上京区
京都府宇治市,京都府城陽市,70,京都府,宇治市,京都府,城陽市
京都府京都市伏見区,京都府京都市西京区,67,京都府,京都市伏見区,京都府,京都市西京区
滋賀県大津市,滋賀県草津市,65,滋賀県,大津市,滋賀県,草津市
京都府京都市南区,京都府京都市下京区,65,京都府,京都市南区,京都府,京都市下京区
京都府城陽市,京都府宇治市,63,京都府,城陽市,京都府,宇治市
京都府京都市伏見区,京都府長岡京市,61,京都府,京都市伏見区,京都府,長岡京市
京都府京都市北区,京都府京都市左京区,60,京都府,京都市北区,京都府,京都市左京区
京都府京都市右京区,京都府京都市南区,60,京都府,京都市右京区,京都府,京都市南区
京都府京都市伏見区,京都府,59,京都府,京都市伏見区,京都府,
京都府京都市西京区,京都府京都市下京区,56,京都府,京都市西京区,京都府,京都市下京区
京都府京都市西京区,京都府京都市中京区,56,京都府,京都市西京区,京都府,京都市中京区
京都府京都市南区,京都府京都市伏見区,55,京都府,京都市南区,京都府,京都市伏見区
京都府京都市伏見区,京都府京都市東山区,55,京都府,京都市伏見区,京都府,京都市東山区
京都府京都市山科区,京都府京都市東山区,55,京都府,京都市山科区,京都府,京都市東山区
京都府京都市右京区,京都府京都市北区,53,京都府,京都市右京区,京都府,京都市北区
京都府宇治市,京都府京都市山科区,53,京都府,宇治市,京都府,京都市山科区
京都府亀岡市,京都府京都市西京区,53,京都府,亀岡市,京都府,京都市西京区
京都府京都市伏見区,京都府京都市中京区,51,京都府,京都市伏見区,京都府,京都市中京区
京都府京都市山科区,京都府京都市中京区,51,京都府,京都市山科区,京都府,京都市中京区
京都府京都市山科区,京都府京都市下京区,50,京都府,京都市山科区,京都府,京都市下京区
奈良県奈良市,奈良県生駒市,49,奈良県,奈良市,奈良県,生駒市
大阪府枚方市,大阪府寝屋川市,48,大阪府,枚方市,大阪府,寝屋川市
京都府長岡京市,京都府向日市,48,京都府,長岡京市,京都府,向日市
京都府向日市,京都府京都市西京区,47,京都府,向日市,京都府,京都市西京区
京都府京都市左京区,京都府京都市上京区,47,京都府,京都市左京区,京都府,京都市上京区
京都府京都市下京区,京都府京都市中京区,47,京都府,京都市下京区,京都府,京都市中京区
京都府城陽市,京都府京都市伏見区,45,京都府,城陽市,京都府,京都市伏見区
京都府京都市左京区,京都府京都市中京区,45,京都府,京都市左京区,京都府,京都市中京区
京都府京都市伏見区,京都府京都市右京区,45,京都府,京都市伏見区,京都府,京都市右京区
京都府京都市伏見区,京都府京都市上京区,45,京都府,京都市伏見区,京都府,京都市上京区
京都府京都市中京区,京都府京都市右京区,44,京都府,京都市中京区,京都府,京都市右京区
京都府京都市西京区,京都府長岡京市,44,京都府,京都市西京区,京都府,長岡京市
京都府京都市西京区,京都府向日市,43,京都府,京都市西京区,京都府,向日市
京都府京田辺市,大阪府枚方市,43,京都府,京田辺市,大阪府,枚方市
京都府京都市西京区,京都府京都市伏見区,43,京都府,京都市西京区,京都府,京都市伏見区
京都府京都市山科区,京都府京都市上京区,42,京都府,京都市山科区,京都府,京都市上京区
京都府亀岡市,京都府京都市右京区,42,京都府,亀岡市,京都府,京都市右京区
京都府京都市左京区,京都府京都市下京区,41,京都府,京都市左京区,京都府,京都市下京区
京都府京都市下京区,京都府京都市南区,41,京都府,京都市下京区,京都府,京都市南区
京都府向日市,京都府長岡京市,41,京都府,向日市,京都府,長岡京市
京都府京都市南区,京都府京都市西京区,41,京都府,京都市南区,京都府,京都市西京区
京都府京都市山科区,滋賀県大津市,40,京都府,京都市山科区,滋賀県,大津市
奈良県奈良市,奈良県大和郡山市,40,奈良県,奈良市,奈良県,大和郡山市
京都府京都市伏見区,京都府八幡市,40,京都府,京都市伏見区,京都府,八幡市
京都府京都市南区,京都府京都市右京区,39,京都府,京都市南区,京都府,京都市右京区
京都府京都市北区,京都府京都市中京区,38,京都府,京都市北区,京都府,京都市中京区
京都府京都市上京区,京都府京都市北区,38,京都府,京都市上京区,京都府,京都市北区
大阪府枚方市,大阪府交野市,37,大阪府,枚方市,大阪府,交野市
京都府亀岡市,京都府南丹市,37,京都府,亀岡市,京都府,南丹市
京都府長岡京市,京都府京都市西京区,37,京都府,長岡京市,京都府,京都市西京区
京都府京都市山科区,京都府京都市南区,37,京都府,京都市山科区,京都府,京都市南区
京都府京都市右京区,京都府,36,京都府,京都市右京区,京都府,
京都府南丹市,京都府亀岡市,36,京都府,南丹市,京都府,亀岡市
京都府京都市北区,京都府京都市右京区,36,京都府,京都市北区,京都府,京都市右京区
滋賀県大津市,京都府京都市伏見区,36,滋賀県,大津市,京都府,京都市伏見区
京都府京都市伏見区,京都府向日市,36,京都府,京都市伏見区,京都府,向日市
京都府京都市右京区,京都府京都市伏見区,36,京都府,京都市右京区,京都府,京都市伏見区
京都府八幡市,京都府京都市伏見区,35,京都府,八幡市,京都府,京都市伏見区
京都府京都市山科区,京都府京都市左京区,35,京都府,京都市山科区,京都府,京都市左京区
京都府京都市南区,京都府京都市中京区,35,京都府,京都市南区,京都府,京都市中京区
京都府京都市上京区,京都府京都市中京区,35,京都府,京都市上京区,京都府,京都市中京区
奈良県奈良市,京都府相楽郡精華町,34,奈良県,奈良市,京都府,相楽郡精華町
京都府京都市中京区,京都府京都市上京区,34,京都府,京都市中京区,京都府,京都市上京区
京都府京都市中京区,京都府京都市下京区,33,京都府,京都市中京区,京都府,京都市下京区
京都府京都市下京区,京都府京都市右京区,33,京都府,京都市下京区,京都府,京都市右京区
京都府城陽市,京都府京田辺市,33,京都府,城陽市,京都府,京田辺市
京都府京都市西京区,京都府,32,京都府,京都市西京区,京都府,
滋賀県大津市,滋賀県守山市,32,滋賀県,大津市,滋賀県,守山市
京都府宇治市,京都府京都市南区,32,京都府,宇治市,京都府,京都市南区
京都府京都市伏見区,京都府城陽市,31,京都府,京都市伏見区,京都府,城陽市
京都府京都市伏見区,大阪府枚方市,31,京都府,京都市伏見区,大阪府,枚方市
京都府京都市山科区,京都府京都市右京区,31,京都府,京都市山科区,京都府,京都市右京区
京都府向日市,京都府京都市南区,31,京都府,向日市,京都府,京都市南区
大阪府枚方市,京都府京都市伏見区,31,大阪府,枚方市,京都府,京都市伏見区
滋賀県大津市,京都府京都市下京区,30,滋賀県,大津市,京都府,京都市下京区
京都府京都市西京区,京都府京都市上京区,30,京都府,京都市西京区,京都府,京都市上京区
京都府乙訓郡大山崎町,京都府長岡京市,30,京都府,乙訓郡大山崎町,京都府,長岡京市
京都府京都市伏見区,京都府京都市北区,30,京都府,京都市伏見区,京都府,京都市北区
京都府木津川市,京都府相楽郡精華町,30,京都府,木津川市,京都府,相楽郡精華町
京都府亀岡市,京都府京都市中京区,29,京都府,亀岡市,京都府,京都市中京区
京都府京都市伏見区,京都府京都市左京区,28,京都府,京都市伏見区,京都府,京都市左京区
京都府京都市中京区,京都府京都市北区,27,京都府,京都市中京区,京都府,京都市北区
滋賀県大津市,京都府京都市左京区,27,滋賀県,大津市,京都府,京都市左京区
大阪府高槻市,大阪府茨木市,27,大阪府,高槻市,大阪府,茨木市
京都府亀岡市,京都府京都市南区,27,京都府,亀岡市,京都府,京都市南区
京都府京田辺市,京都府城陽市,27,京都府,京田辺市,京都府,城陽市
京都府長岡京市,京都府京都市南区,26,京都府,長岡京市,京都府,京都市南区
京都府京都市北区,京都府京都市下京区,26,京都府,京都市北区,京都府,京都市下京区
京都府京都市山科区,京都府,25,京都府,京都市山科区,京都府,
京都府宇治市,京都府久世郡久御山町,25,京都府,宇治市,京都府,久世郡久御山町
京都府京田辺市,京都府相楽郡精華町,25,京都府,京田辺市,京都府,相楽郡精華町
京都府相楽郡精華町,京都府木津川市,25,京都府,相楽郡精華町,京都府,木津川市
京都府八幡市,京都府宇治市,25,京都府,八幡市,京都府,宇治市
滋賀県大津市,京都府京都市中京区,25,滋賀県,大津市,京都府,京都市中京区
京都府京都市山科区,京都府京都市北区,24,京都府,京都市山科区,京都府,京都市北区
京都府相楽郡精華町,奈良県奈良市,24,京都府,相楽郡精華町,奈良県,奈良市
京都府京都市下京区,京都府京都市上京区,24,京都府,京都市下京区,京都府,京都市上京区
滋賀県大津市,滋賀県栗東市,24,滋賀県,大津市,滋賀県,栗東市
滋賀県大津市,京都府京都市南区,24,滋賀県,大津市,京都府,京都市南区
京都府京都市西京区,京都府京都市左京区,24,京都府,京都市西京区,京都府,京都市左京区
奈良県奈良市,大阪府東大阪市,24,奈良県,奈良市,大阪府,東大阪市
滋賀県大津市,京都府,23,滋賀県,大津市,京都府,
京都府長岡京市,京都府京都市伏見区,23,京都府,長岡京市,京都府,京都市伏見区
京都府京都市左京区,京都府京都市東山区,23,京都府,京都市左京区,京都府,京都市東山区
京都府京都市左京区,京都府京都市山科区,21,京都府,京都市左京区,京都府,京都市山科区
京都府京都市山科区,京都府宇治市,21,京都府,京都市山科区,京都府,宇治市
京都府宇治市,京都府八幡市,21,京都府,宇治市,京都府,八幡市
京都府京都市伏見区,京都府久世郡久御山町,21,京都府,京都市伏見区,京都府,久世郡久御山町
京都府京都市上京区,京都府京都市左京区,20,京都府,京都市上京区,京都府,京都市左京区
大阪府枚方市,大阪府門真市,20,大阪府,枚方市,大阪府,門真市
京都府宇治市,京都府,20,京都府,宇治市,京都府,
京都府京都市右京区,京都府長岡京市,20,京都府,京都市右京区,京都府,長岡京市
京都府京都市右京区,京都府京都市山科区,20,京都府,京都市右京区,京都府,京都市山科区
京都府京都市西京区,大阪府高槻市,20,京都府,京都市西京区,大阪府,高槻市
京都府京都市左京区,京都府京都市右京区,20,京都府,京都市左京区,京都府,京都市右京区
大阪府枚方市,大阪府守口市,20,大阪府,枚方市,大阪府,守口市
京都府宇治市,京都府京田辺市,20,京都府,宇治市,京都府,京田辺市
京都府宇治市,京都府京都市下京区,20,京都府,宇治市,京都府,京都市下京区
京都府京都市南区,京都府京都市上京区,20,京都府,京都市南区,京都府,京都市上京区
大阪府枚方市,大阪府高槻市,19,大阪府,枚方市,大阪府,高槻市
京都府京都市中京区,京都府京都市西京区,19,京都府,京都市中京区,京都府,京都市西京区
京都府京都市西京区,京都府京都市北区,19,京都府,京都市西京区,京都府,京都市北区
京都府京都市南区,京都府京都市東山区,19,京都府,京都市南区,京都府,京都市東山区
京都府京都市南区,京都府京都市山科区,19,京都府,京都市南区,京都府,京都市山科区
京都府京都市上京区,京都府京都市右京区,18,京都府,京都市上京区,京都府,京都市右京区
京都府京都市南区,京都府,18,京都府,京都市南区,京都府,
京都府木津川市,京都府京田辺市,18,京都府,木津川市,京都府,京田辺市
京都府城陽市,京都府木津川市,18,京都府,城陽市,京都府,木津川市
京都府京都市右京区,京都府向日市,18,京都府,京都市右京区,京都府,向日市
京都府京田辺市,京都府木津川市,18,京都府,京田辺市,京都府,木津川市
京都府宇治市,大阪府枚方市,18,京都府,宇治市,大阪府,枚方市
京都府亀岡市,京都府京都市下京区,18,京都府,亀岡市,京都府,京都市下京区
滋賀県大津市,京都府京都市東山区,18,滋賀県,大津市,京都府,京都市東山区
京都府八幡市,大阪府交野市,18,京都府,八幡市,大阪府,交野市
京都府京都市上京区,京都府京都市下京区,17,京都府,京都市上京区,京都府,京都市下京区
大阪府枚方市,京都府京田辺市,17,大阪府,枚方市,京都府,京田辺市
奈良県奈良市,奈良県天理市,17,奈良県,奈良市,奈良県,天理市
滋賀県大津市,京都府京都市上京区,17,滋賀県,大津市,京都府,京都市上京区
京都府京都市下京区,京都府京都市西京区,17,京都府,京都市下京区,京都府,京都市西京区
京都府八幡市,京都府京田辺市,17,京都府,八幡市,京都府,京田辺市
京都府宇治市,京都府京都市中京区,17,京都府,宇治市,京都府,京都市中京区
京都府京都市山科区,京都府京都市西京区,17,京都府,京都市山科区,京都府,京都市西京区
大阪府高槻市,大阪府吹田市,17,大阪府,高槻市,大阪府,吹田市
京都府京都市右京区,京都府京都市左京区,16,京都府,京都市右京区,京都府,京都市左京区
京都府京都市左京区,京都府京都市伏見区,16,京都府,京都市左京区,京都府,京都市伏見区
京都府長岡京市,京都府京都市右京区,16,京都府,長岡京市,京都府,京都市右京区
京都府向日市,京都府京都市伏見区,16,京都府,向日市,京都府,京都市伏見区
京都府京都市下京区,京都府京都市伏見区,16,京都府,京都市下京区,京都府,京都市伏見区
京都府城陽市,京都府八幡市,16,京都府,城陽市,京都府,八幡市
大阪府高槻市,京都府長岡京市,16,大阪府,高槻市,京都府,長岡京市
京都府京都市南区,京都府向日市,15,京都府,京都市南区,京都府,向日市
京都府京都市北区,京都府京都市西京区,15,京都府,京都市北区,京都府,京都市西京区
京都府亀岡市,京都府長岡京市,15,京都府,亀岡市,京都府,長岡京市
京都府京都市南区,京都府長岡京市,15,京都府,京都市南区,京都府,長岡京市
滋賀県大津市,京都府京都市右京区,15,滋賀県,大津市,京都府,京都市右京区
京都府京都市中京区,京都府,15,京都府,京都市中京区,京都府,
京都府京田辺市,京都府宇治市,15,京都府,京田辺市,京都府,宇治市
京都府城陽市,大阪府枚方市,15,京都府,城陽市,大阪府,枚方市
京都府向日市,京都府京都市右京区,14,京都府,向日市,京都府,京都市右京区
京都府舞鶴市,福井県大飯郡高浜町,14,京都府,舞鶴市,福井県,大飯郡高浜町
京都府京都市北区,京都府,14,京都府,京都市北区,京都府,
京都府亀岡市,京都府,14,京都府,亀岡市,京都府,
滋賀県草津市,滋賀県大津市,14,滋賀県,草津市,滋賀県,大津市
京都府京都市東山区,京都府京都市中京区,14,京都府,京都市東山区,京都府,京都市中京区
京都府京田辺市,京都府京都市伏見区,14,京都府,京田辺市,京都府,京都市伏見区
大阪府高槻市,大阪府枚方市,14,大阪府,高槻市,大阪府,枚方市
京都府京田辺市,京都府八幡市,14,京都府,京田辺市,京都府,八幡市
京都府京都市伏見区,滋賀県大津市,14,京都府,京都市伏見区,滋賀県,大津市
京都府相楽郡精華町,京都府京田辺市,14,京都府,相楽郡精華町,京都府,京田辺市
京都府宇治市,京都府京都市西京区,14,京都府,宇治市,京都府,京都市西京区
京都府宇治市,京都府木津川市,14,京都府,宇治市,京都府,木津川市
大阪府高槻市,大阪府摂津市,14,大阪府,高槻市,大阪府,摂津市
京都府京田辺市,奈良県奈良市,14,京都府,京田辺市,奈良県,奈良市
京都府長岡京市,京都府乙訓郡大山崎町,14,京都府,長岡京市,京都府,乙訓郡大山崎町
大阪府枚方市,大阪府大阪市都島区,14,大阪府,枚方市,大阪府,大阪市都島区
大阪府枚方市,大阪府大阪市城東区,14,大阪府,枚方市,大阪府,大阪市城東区
京都府向日市,京都府京都市下京区,13,京都府,向日市,京都府,京都市下京区
京都府宇治市,京都府京都市上京区,13,京都府,宇治市,京都府,京都市上京区
大阪府高槻市,大阪府豊中市,13,大阪府,高槻市,大阪府,豊中市
京都府京都市下京区,京都府京都市東山区,13,京都府,京都市下京区,京都府,京都市東山区
京都府京都市右京区,京都府京都市東山区,13,京都府,京都市右京区,京都府,京都市東山区
京都府京都市中京区,京都府京都市南区,13,京都府,京都市中京区,京都府,京都市南区
京都府八幡市,京都府城陽市,13,京都府,八幡市,京都府,城陽市
京都府京都市西京区,京都府京都市山科区,13,京都府,京都市西京区,京都府,京都市山科区
京都府京都市東山区,京都府京都市伏見区,13,京都府,京都市東山区,京都府,京都市伏見区
京都府京都市左京区,京都府,13,京都府,京都市左京区,京都府,
京都府城陽市,奈良県奈良市,12,京都府,城陽市,奈良県,奈良市
京都府亀岡市,京都府京都市上京区,12,京都府,亀岡市,京都府,京都市上京区
京都府京都市北区,京都府京都市南区,12,京都府,京都市北区,京都府,京都市南区
京都府綾部市,京都府福知山市,12,京都府,綾部市,京都府,福知山市
京都府木津川市,奈良県生駒市,12,京都府,木津川市,奈良県,生駒市
京都府京都市伏見区,大阪府高槻市,12,京都府,京都市伏見区,大阪府,高槻市
大阪府高槻市,大阪府大阪市東淀川区,12,大阪府,高槻市,大阪府,大阪市東淀川区
滋賀県大津市,京都府京都市北区,12,滋賀県,大津市,京都府,京都市北区
京都府京都市中京区,京都府京都市山科区,12,京都府,京都市中京区,京都府,京都市山科区
京都府亀岡市,京都府京都市伏見区,12,京都府,亀岡市,京都府,京都市伏見区
京都府京都市中京区,京都府京都市左京区,12,京都府,京都市中京区,京都府,京都市左京区
大阪府枚方市,京都府,12,大阪府,枚方市,京都府,
京都府城陽市,京都府久世郡久御山町,12,京都府,城陽市,京都府,久世郡久御山町
兵庫県丹波市,京都府福知山市,12,兵庫県,丹波市,京都府,福知山市
大阪府三島郡島本町,京都府長岡京市,11,大阪府,三島郡島本町,京都府,長岡京市
大阪府枚方市,大阪府大阪市中央区,11,大阪府,枚方市,大阪府,大阪市中央区
京都府京都市伏見区,京都府乙訓郡大山崎町,11,京都府,京都市伏見区,京都府,乙訓郡大山崎町
京都府木津川市,京都府宇治市,11,京都府,木津川市,京都府,宇治市
京都府京都市北区,京都府京都市伏見区,11,京都府,京都市北区,京都府,京都市伏見区
京都府京都市山科区,滋賀県草津市,11,京都府,京都市山科区,滋賀県,草津市
京都府向日市,京都府京都市中京区,11,京都府,向日市,京都府,京都市中京区
京都府長岡京市,京都府京都市下京区,11,京都府,長岡京市,京都府,京都市下京区
大阪府三島郡島本町,大阪府高槻市,11,大阪府,三島郡島本町,大阪府,高槻市
京都府宇治市,京都府京都市北区,11,京都府,宇治市,京都府,京都市北区
京都府京都市東山区,京都府京都市下京区,11,京都府,京都市東山区,京都府,京都市下京区
奈良県奈良市,京都府京田辺市,11,奈良県,奈良市,京都府,京田辺市
京都府京都市北区,京都府京都市山科区,11,京都府,京都市北区,京都府,京都市山科区
京都府八幡市,京都府久世郡久御山町,11,京都府,八幡市,京都府,久世郡久御山町
京都府宇治市,京都府長岡京市,11,京都府,宇治市,京都府,長岡京市
京都府向日市,大阪府高槻市,11,京都府,向日市,大阪府,高槻市
京都府亀岡市,大阪府高槻市,11,京都府,亀岡市,大阪府,高槻市
京都府城陽市,京都府,11,京都府,城陽市,京都府,
京都府京都市右京区,京都府宇治市,10,京都府,京都市右京区,京都府,宇治市
奈良県奈良市,奈良県橿原市,10,奈良県,奈良市,奈良県,橿原市
京都府京都市左京区,京都府京都市南区,10,京都府,京都市左京区,京都府,京都市南区
京都府京都市右京区,滋賀県大津市,10,京都府,京都市右京区,滋賀県,大津市
京都府京都市中京区,京都府京都市東山区,10,京都府,京都市中京区,京都府,京都市東山区
京都府八幡市,大阪府寝屋川市,10,京都府,八幡市,大阪府,寝屋川市
滋賀県草津市,京都府京都市山科区,10,滋賀県,草津市,京都府,京都市山科区
京都府京都市西京区,大阪府大阪市北区,10,京都府,京都市西京区,大阪府,大阪市北区
京都府宇治市,京都府京都市左京区,10,京都府,宇治市,京都府,京都市左京区
滋賀県草津市,滋賀県栗東市,10,滋賀県,草津市,滋賀県,栗東市
京都府京都市西京区,大阪府茨木市,10,京都府,京都市西京区,大阪府,茨木市
京都府京都市南区,京都府京都市左京区,10,京都府,京都市南区,京都府,京都市左京区
滋賀県大津市,滋賀県野洲市,10,滋賀県,大津市,滋賀県,野洲市
京都府亀岡市,京都府向日市,10,京都府,亀岡市,京都府,向日市
滋賀県大津市,滋賀県,10,滋賀県,大津市,滋賀県,
京都府京都市伏見区,京都府京田辺市,10,京都府,京都市伏見区,京都府,京田辺市
京都府京都市右京区,京都府亀岡市,10,京都府,京都市右京区,京都府,亀岡市
大阪府枚方市,大阪府四條畷市,10,大阪府,枚方市,大阪府,四條畷市
京都府木津川市,京都府城陽市,10,京都府,木津川市,京都府,城陽市
大阪府枚方市,京都府宇治市,10,大阪府,枚方市,京都府,宇治市
京都府宇治市,京都府京都市右京区,10,京都府,宇治市,京都府,京都市右京区
京都府宇治市,京都府京都市東山区,10,京都府,宇治市,京都府,京都市東山区
滋賀県大津市,京都府宇治市,10,滋賀県,大津市,京都府,宇治市
大阪府枚方市,大阪府東大阪市,10,大阪府,枚方市,大阪府,東大阪市
大阪府茨木市,大阪府高槻市,10,大阪府,茨木市,大阪府,高槻市
京都府長岡京市,京都府京都市中京区,10,京都府,長岡京市,京都府,京都市中京区
大阪府枚方市,大阪府大阪市北区,9,大阪府,枚方市,大阪府,大阪市北区
奈良県奈良市,奈良県,9,奈良県,奈良市,奈良県,
京都府京都市下京区,京都府京都市北区,9,京都府,京都市下京区,京都府,京都市北区
京都府京都市左京区,京都府京都市西京区,9,京都府,京都市左京区,京都府,京都市西京区
京都府京都市南区,京都府京都市北区,9,京都府,京都市南区,京都府,京都市北区
京都府京都市下京区,京都府京都市左京区,9,京都府,京都市下京区,京都府,京都市左京区
京都府京都市上京区,京都府京都市東山区,9,京都府,京都市上京区,京都府,京都市東山区
京都府京都市西京区,京都府宇治市,9,京都府,京都市西京区,京都府,宇治市
京都府八幡市,京都府,9,京都府,八幡市,京都府,
大阪府高槻市,京都府京都市南区,9,大阪府,高槻市,京都府,京都市南区
奈良県奈良市,奈良県磯城郡田原本町,9,奈良県,奈良市,奈良県,磯城郡田原本町
京都府京田辺市,京都府,9,京都府,京田辺市,京都府,
京都府長岡京市,大阪府高槻市,9,京都府,長岡京市,大阪府,高槻市
京都府木津川市,奈良県大和郡山市,9,京都府,木津川市,奈良県,大和郡山市
大阪府枚方市,京都府京都市東山区,9,大阪府,枚方市,京都府,京都市東山区
大阪府高槻市,大阪府大阪市北区,9,大阪府,高槻市,大阪府,大阪市北区
京都府京都市東山区,京都府京都市南区,9,京都府,京都市東山区,京都府,京都市南区
京都府城陽市,京都府京都市下京区,9,京都府,城陽市,京都府,京都市下京区
京都府久世郡久御山町,京都府宇治市,9,京都府,久世郡久御山町,京都府,宇治市
京都府木津川市,京都府京都市伏見区,9,京都府,木津川市,京都府,京都市伏見区
大阪府茨木市,大阪府吹田市,8,大阪府,茨木市,大阪府,吹田市
京都府亀岡市,大阪府茨木市,8,京都府,亀岡市,大阪府,茨木市
京都府乙訓郡大山崎町,京都府向日市,8,京都府,乙訓郡大山崎町,京都府,向日市
京都府京都市下京区,京都府,8,京都府,京都市下京区,京都府,
京都府乙訓郡大山崎町,大阪府高槻市,8,京都府,乙訓郡大山崎町,大阪府,高槻市
奈良県奈良市,大阪府八尾市,8,奈良県,奈良市,大阪府,八尾市
京都府京都市下京区,京都府京都市山科区,8,京都府,京都市下京区,京都府,京都市山科区
京都府福知山市,京都府綾部市,8,京都府,福知山市,京都府,綾部市
大阪府三島郡島本町,京都府乙訓郡大山崎町,8,大阪府,三島郡島本町,京都府,乙訓郡大山崎町
大阪府枚方市,大阪府吹田市,8,大阪府,枚方市,大阪府,吹田市
奈良県生駒市,奈良県奈良市,8,奈良県,生駒市,奈良県,奈良市
大阪府茨木市,大阪府豊中市,8,大阪府,茨木市,大阪府,豊中市
京都府乙訓郡大山崎町,京都府京都市伏見区,8,京都府,乙訓郡大山崎町,京都府,京都市伏見区
大阪府枚方市,大阪府茨木市,8,大阪府,枚方市,大阪府,茨木市
京都府亀岡市,大阪府箕面市,8,京都府,亀岡市,大阪府,箕面市
京都府乙訓郡大山崎町,京都府京都市西京区,8,京都府,乙訓郡大山崎町,京都府,京都市西京区
京都府京都市西京区,京都府京都市東山区,8,京都府,京都市西京区,京都府,京都市東山区
京都府向日市,京都府,8,京都府,向日市,京都府,
京都府船井郡京丹波町,京都府南丹市,8,京都府,船井郡京丹波町,京都府,南丹市
京都府城陽市,京都府京都市南区,8,京都府,城陽市,京都府,京都市南区
大阪府枚方市,大阪府大東市,8,大阪府,枚方市,大阪府,大東市
京都府八幡市,大阪府守口市,8,京都府,八幡市,大阪府,守口市
大阪府高槻市,京都府八幡市,8,大阪府,高槻市,京都府,八幡市
京都府京丹後市,京都府与謝郡与謝野町,8,京都府,京丹後市,京都府,与謝郡与謝野町
滋賀県大津市,京都府京都市西京区,8,滋賀県,大津市,京都府,京都市西京区
京都府京都市右京区,大阪府高槻市,8,京都府,京都市右京区,大阪府,高槻市
京都府京都市東山区,京都府京都市右京区,7,京都府,京都市東山区,京都府,京都市右京区
奈良県奈良市,京都府京都市伏見区,7,奈良県,奈良市,京都府,京都市伏見区
奈良県奈良市,京都府城陽市,7,奈良県,奈良市,京都府,城陽市
大阪府交野市,大阪府枚方市,7,大阪府,交野市,大阪府,枚方市
奈良県奈良市,奈良県生駒郡三郷町,7,奈良県,奈良市,奈良県,生駒郡三郷町
滋賀県大津市,滋賀県彦根市,7,滋賀県,大津市,滋賀県,彦根市
京都府城陽市,京都府相楽郡精華町,7,京都府,城陽市,京都府,相楽郡精華町
京都府城陽市,京都府京都市上京区,7,京都府,城陽市,京都府,京都市上京区
滋賀県草津市,滋賀県守山市,7,滋賀県,草津市,滋賀県,守山市
大阪府高槻市,京都府京都市下京区,7,大阪府,高槻市,京都府,京都市下京区
京都府京都市上京区,京都府京都市南区,7,京都府,京都市上京区,京都府,京都市南区
京都府南丹市,京都府京都市右京区,7,京都府,南丹市,京都府,京都市右京区
京都府京都市東山区,京都府京都市左京区,7,京都府,京都市東山区,京都府,京都市左京区
京都府八幡市,京都府長岡京市,7,京都府,八幡市,京都府,長岡京市
京都府京都市東山区,京都府,7,京都府,京都市東山区,京都府,
大阪府枚方市,大阪府大阪市旭区,7,大阪府,枚方市,大阪府,大阪市旭区
京都府城陽市,京都府京都市西京区,7,京都府,城陽市,京都府,京都市西京区
大阪府茨木市,京都府,7,大阪府,茨木市,京都府,
京都府京都市東山区,京都府京都市山科区,7,京都府,京都市東山区,京都府,京都市山科区
京都府宇治市,滋賀県大津市,7,京都府,宇治市,滋賀県,大津市
大阪府高槻市,京都府,7,大阪府,高槻市,京都府,
京都府久世郡久御山町,京都府京都市伏見区,7,京都府,久世郡久御山町,京都府,京都市伏見区
京都府京都市伏見区,大阪府大阪市北区,7,京都府,京都市伏見区,大阪府,大阪市北区
京都府綾部市,京都府舞鶴市,7,京都府,綾部市,京都府,舞鶴市
京都府京都市南区,滋賀県大津市,7,京都府,京都市南区,滋賀県,大津市
京都府舞鶴市,京都府宮津市,7,京都府,舞鶴市,京都府,宮津市
京都府京都市西京区,大阪府大阪市東淀川区,7,京都府,京都市西京区,大阪府,大阪市東淀川区
京都府城陽市,京都府京都市山科区,7,京都府,城陽市,京都府,京都市山科区
京都府八幡市,京都府京都市下京区,7,京都府,八幡市,京都府,京都市下京区
